ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
351,0835aae4-6beb-46c7-8c80-1499e96db107,Rapid+,362,1,0.54,,0.1,,,,0.9,10,10,30,50,,,,,,,,,,,,0.86,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
352,76065f6b-e940-4d47-b9a6-303f39e3c9ce,Riffle,363,1,0.24,,0.2,,0.2,,0.7,40,30,20,10,,,,,,,,,,,,0.57,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
353,0dab396e-3817-4a3b-b480-47ff75395116,Pool,364,1,0.3,,,,0.1,,0.9,60,20,,20,,,,,,,,,,,,0.77,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
354,9adf5a06-1c76-4c6d-a442-ac0dce862413,Riffle,365,1,0.221,,0.2,,0.2,,0.8,40,30,20,10,,,,,,,,,,,,0.67,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
355,88de6501-0134-4c32-965b-698bb72c9003,Rapid+,366,1,0.17,,0.1,,0.2,,0.7,50,30,,20,,,,,,,,,,,,0.62,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
356,56c124d3-209e-441f-9bc9-5e8d833fef44,Riffle,367,1,0.2,,0.1,,,,0.9,40,40,20,,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
357,3f2cd753-801b-4315-9834-ec490989b256,Pool,368,1,0.28,,0.1,,0.1,,0.8,60,30,,10,,,,,,,,,,,,0.7,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
358,a25667cd-537d-48cd-997e-b02ed31d3b41,Pool,369,1,0.24,,,,,,,60,20,,20,,,,,,,,,,,,0.72,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
359,4b45fef5-2a8f-4424-aa9f-be35dd3c50ab,Riffle,370,1,0.29,,0.1,,,,0.9,30,30,30,10,,,,,,,,,,,,0.35,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
360,6df91170-f152-4256-a28d-35923a373144,Pool,371,1,0.23,,,,0.1,,0.9,60,20,10,10,,,,,,,,,,,,0.75,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
361,02f612dc-502d-4058-b4bb-6069d6dd0876,Pool,372,1,0.38,,0.3,,,,0.7,70,10,,20,,,,,,,,,,,,0.73,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
362,870eaa29-ffbe-4dc4-889a-a3add765630a,Pool,373,1,0.25,,0.1,,,,0.9,40,30,20,10,,,,,,,,,,,,0.94,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
363,34e45d8b-64f4-4b14-ab81-e47762c9fdee,Rapid+,374,1,0.55,,0.1,,0.1,,0.9,40,20,20,20,,,,,,,,,,,,0.7,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
364,054fecef-be37-41b8-a532-968aacdad6df,Pool,375,1,0.25,,,,,,100,40,20,10,30,,,,,,,,,,,,0.78,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
365,aebca7b3-c7ff-4379-a954-8f6959d27ef8,Pool,376,1,0.4,,0.1,,,,0.9,40,20,10,30,,,,,,,,,,,,0.81,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
366,8dfe9e9e-80eb-45af-ba2e-2d15becb44ed,Pool,377,1,0.3,,0.1,,,,0.9,60,10,10,20,,,,,,,,,,,,0.79,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
367,180530ca-8442-4d65-b8b1-ab93b61f763e,Riffle,378,1,0.25,,0.1,,0.1,,0.9,40,30,30,,,,,,,,,,,,,0.52,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
368,190f0fd9-c925-4197-895c-ef79595a0f1d,Pool,379,1,0.39,,,,,,100,60,20,10,10,,,,,,,,,,,,0.61,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
369,5b8f9157-4cf0-4dd6-86e7-09dd658eee4a,Rapid+,380,1,0.41,,0.1,,0.1,,0.9,40,20,20,20,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
370,3941f990-878b-4c2d-97de-218a52e7cf98,Riffle,381,1,0.23,,0.1,,0.1,,0.9,60,10,10,20,,,,,,,,,,,,0.61,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
371,9a71fd91-4b46-46c0-aada-9d2c665b6646,Pool,382,1,0.35,,,,,,100,50,10,30,10,,,,,,,,,,,,0.65,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
372,2a044957-1f56-48d7-a1d2-77a3669e4b85,Rapid+,383,1,0.26,,0.2,,,,0.8,30,30,30,10,,,,,,,,,,,,0.71,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
373,8b090d4d-5496-47fe-a69f-3e4a474e250e,Pool,384,1,0.35,,0.1,,,,0.9,80,,,20,,,,,,,,,,,,0.73,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
374,2105c2ef-0348-40d0-b5d2-9383c5938d71,Rapid+,385,1,0.48,,0.1,,,,0.9,40,20,20,20,,,,,,,,,,,,0.64,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
375,01319daa-1561-4f05-ae29-38f66592b627,Riffle,386,1,0.19,,0.1,,0.1,,0.9,40,30,20,10,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
376,b51306b4-e089-42de-841f-38e744933468,Pool,387,1,0.27,,,,,,100,40,20,10,30,,,,,,,,,,,,0.74,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
377,4b04c2fd-5448-43a0-afc0-1f01d2032d1d,Pool,388,1,0.26,,0.1,,0.1,,0.9,40,10,10,40,,,,,,,,,,,,0.65,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
378,210e89f7-a1f0-4556-8b9a-84b01c97666b,Rapid+,389,1,0.27,,,,,,100,30,20,10,40,,,,,,,,,,,,0.59,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
379,0c278c7e-1f0c-4814-beea-f659ad6ecd01,Pool,390,1,0.33,,0.2,,0.1,,0.8,80,10,,10,,,,,,,,,,,,0.66,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
380,fcc84b27-51bd-47c9-8453-be38fbae5d3b,Riffle,391,1,0.38,,0.1,,,,0.9,20,40,30,10,,,,,,,,,,,,0.52,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
381,29f41a3c-70f3-4d44-935c-bc3b7b422d26,Rapid+,392,1,0.61,,,,,,100,10,10,50,30,,,,,,,,,,,,0.61,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
382,ebb68c83-2590-414f-bc86-fd863e4175ad,Pool,393,1,0.32,,0.1,,,,0.9,30,30,30,10,,,,,,,,,,,,0.64,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
383,b5d91fe5-0b50-4cfd-9444-3aac7d6a5ed0,Pool,394,1,0.39,,0.1,,,,0.9,50,30,20,,,,,,,,,,,,,0.6,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
384,3c598b4a-4a90-4841-abe5-74ec16e5df8a,Riffle,395,1,0.45,,0.2,,,,0.8,20,30,40,10,,,,,,,,,,,,0.56,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
385,d7f5f38d-d84a-46e4-b048-a0c8a9f7de24,Riffle,396,67,0.55,,0.1,,,,0.9,30,40,30,,,,,,,,,,,,,0.55,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
386,cc3ff3e7-dedb-4f64-ad37-a51e5b5496ec,Pool,397,67,0.4,,0.1,,,,0.9,30,30,20,20,,,,,,,,,,,,0.58,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
387,43a3d28b-5fcc-4a7b-ae4c-80e0717a1b13,Pool,398,1,0.22,,,,,,100,60,30,,10,,,,,,,,,,,,0.69,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
388,87a94e37-54a7-47c9-b4d4-b3c9da314320,Pool,399,1,0.21,,0.1,,,,0.9,60,30,10,,,,,,,,,,,,,0.8,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
389,29250f75-077a-4f76-888a-038d89aa5ca7,Pool,400,1,0.29,,0.4,,,,0.6,40,40,20,,,,,,,,,,,,,0.66,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
390,148ccf28-66db-417a-ac27-7f0a522bf10c,Rapid+,401,1,0.44,,0.1,,,,0.9,10,20,50,20,,,,,,,,,,,,0.46,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
391,21558d78-83fd-46c0-8804-bac5ea5ff2aa,Riffle,402,1,0.33,,0.1,,,,0.9,30,50,20,,,,,,,,,,,,,0.42,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
392,cbadfa22-0de5-4684-a6a8-ca6db5ae8913,Rapid+,403,1,0.44,,0.2,,,,0.8,10,20,30,40,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
393,4149c50f-438f-4521-b099-0feeb2607d52,Riffle,404,1,0.43,,,,,,100,20,30,40,10,,,,,,,,,,,,0.48,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
394,6e4c6bfa-d747-4167-932f-429cc9ed6863,Pool,405,1,0.29,,0.1,,,,0.9,50,40,10,,,,,,,,,,,,,0.68,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
395,bebcfa1a-9c05-4f0e-9291-3800b244f7da,Riffle,406,1,0.33,,0.1,,,,0.9,40,40,20,,,,,,,,,,,,,0.48,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
396,05517c3d-a8f3-4f41-aaf2-39a8606b6ddc,Rapid+,407,1,0.39,,,,,,100,10,20,40,30,,,,,,,,,,,,0.52,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
397,d8e21556-d893-429b-b36d-14bc49d415fa,Riffle,408,1,0.35,,0.1,,,,0.9,40,30,20,10,,,,,,,,,,,,0.53,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
398,ce3eb47c-6a4f-487b-882e-ebddc54e548d,Pool,409,1,0.36,,0.2,,,,0.8,60,20,10,10,,,,,,,,,,,,0.81,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
399,f4359abd-b967-46b2-8a22-5f2b7a480a17,Riffle,410,1,0.39,,0.1,,,,0.9,30,40,30,,,,,,,,,,,,,0.46,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
400,33013404-729e-420b-8d49-1c7e9bf58492,Pool,411,1,0.43,,,,,,100,40,30,20,10,,,,,,,,,,,,0.65,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
401,880024dd-0c5d-4d98-9a89-31d0c012103b,Riffle,412,1,0.23,,,,,,100,10,40,50,,,,,,,,,,,,,0.39,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
402,5637b602-a6fa-4321-a9c3-91cdd7519544,Pool,413,1,0.35,,0.1,,,,0.9,50,30,20,,,,,,,,,,,,,0.47,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
403,09c9cf20-a47e-450c-aac3-eba8090efdf8,Riffle,414,1,0.24,,,,,,100,40,40,20,,,,,,,,,,,,,0.46,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
404,37b0cfee-a2ea-45e8-9847-cf26796e8804,Rapid+,415,1,0.46,,,,,,100,30,30,30,10,,,,,,,,,,,,0.46,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
405,41b1aaa1-da7e-4151-8f1e-eab6abd0fbdc,Riffle,416,1,0.27,,0.1,,,,0.9,30,40,20,10,,,,,,,,,,,,0.38,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
406,44c00e4d-f40f-4aa6-b2f6-531a418e4156,SSC,417,68,0.21,,,,,,100,40,50,10,,,,,,,,,,,,,0.29,0.77,1,0.87,1.01,1.34,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
407,308f4788-fb0d-41e4-a0c0-df82f6a1fa3c,Pool,418,1,0.3,,,,,,100,50,30,10,10,,,,,,,,,,,,0.8,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
408,ef93fb7e-56a9-419e-acab-3cf94b755cbd,Riffle,419,1,0.4,,0.1,,,,0.9,30,40,20,10,,,,,,,,,,,,0.48,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
409,5e9e3163-0b32-4419-b2af-e7f49c761820,Rapid+,420,1,0.42,,0.1,,,,0.9,20,30,30,20,,,,,,,,,,,,0.55,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
410,a8ce907b-a2b1-45b0-b128-e0d12e239c07,Pool,421,1,0.27,,0.1,,,,0.9,50,30,10,10,,,,,,,,,,,,0.59,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
411,c8cc4e40-517b-407d-8442-20b9443098bf,Rapid+,422,1,0.29,,0.2,,,,0.8,20,40,20,20,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
412,2086aa41-002d-4be1-9b73-726457ccada5,Pool,423,1,0.29,,,,,,100,50,30,20,,,,,,,,,,,,,0.47,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
413,477fd1b1-30ef-48a1-9926-2872139190cc,Rapid+,424,1,0.29,,0.2,,0.1,,0.8,30,40,20,10,,,,,,,,,,,,0.48,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
414,2a9e83a2-4de4-4e27-83c3-e1fb8f5f1d93,Riffle,425,1,0.27,,,,,,100,20,40,30,10,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
415,3f861e7e-2cc7-4aae-861c-cfc4a60af514,Rapid+,426,1,0.43,,0.1,,,,0.9,40,30,20,10,,,,,,,,,,,,0.53,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
416,1c000dd6-35fb-4754-8b25-d1b4022fe8e1,Pool,427,1,0.35,,0.3,,0.2,,0.6,50,30,20,,,,,,,,,,,,,0.51,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
417,d49b7507-f4d9-471a-8eea-bf07ed8e24ec,Riffle,428,1,0.33,,0.1,,,,0.9,30,40,30,,,,,,,,,,,,,0.34,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
418,0c31c4e8-6d4a-4b4c-b9fa-e1f81bd19a86,Pool,429,1,0.31,,,,,,100,60,20,20,,,,,,,,,,,,,0.55,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
419,6cb146d4-17a2-4b0b-a38e-fdfc5cfaba4e,Riffle,430,1,0.22,,0.1,,,,0.9,30,40,20,10,,,,,,,,,,,,0.46,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
420,1464a98c-6f69-4505-8263-75c004aaae76,Pool,431,1,0.32,,0.1,,,,0.9,70,20,10,,,,,,,,,,,,,0.63,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
421,5d9c9ca4-c0cc-415b-87aa-aa2a99411c80,Riffle,432,1,0.24,,,,,,100,20,40,30,10,,,,,,,,,,,,0.32,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
422,a1fcdf0d-ad57-4dd2-a8b3-dc815c22c5a8,Rapid+,433,1,0.37,,0.1,,0.1,,0.8,30,30,20,20,,,,,,,,,,,,0.53,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
423,92b1b418-c618-484d-8e6b-00961e54cc25,Pool,434,1,0.31,,,0.1,,,0.9,40,40,10,10,,,,,,,,,,,,0.48,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
424,24148c21-9107-49f2-854d-8917f487bc86,Riffle,435,1,0.3,,0.1,,0.1,,0.9,40,50,10,,,,,,,,,,,,,0.8,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
425,a7165ede-4246-43ed-874d-39a123664eda,Pool,436,1,0.23,,0.2,,0.1,,0.8,50,50,,,,,,,,,,,,,,0.64,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
426,a6c6f864-317d-4e8f-96bf-b9c6a0c13ae4,Riffle,437,1,0.31,,0.1,,,,0.9,40,50,10,,,,,,,,,,,,,0.41,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
427,998298c9-a99c-4430-a600-eaa69ddeadd6,Rapid+,438,1,0.31,,0.2,,,,0.8,20,20,30,30,,,,,,,,,,,,0.67,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
428,3219a063-d2f8-4a53-8901-5af6c26f0cc6,Riffle,439,1,0.43,,0.1,,,,0.9,20,50,30,,,,,,,,,,,,,0.41,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
429,3ad19657-da6f-4bf2-a986-131857792dc8,Pool,440,1,0.25,,0.3,,,,0.7,40,50,10,,,,,,,,,,,,,0.62,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
430,0c33fe0c-2874-4a9c-8621-27ff8f0ada86,Riffle,441,1,0.4,,0.1,,,,0.9,20,50,30,,,,,,,,,,,,,0.46,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
431,b5503029-2bb5-4e0e-ae40-a91a2eaf5e40,Rapid+,442,1,0.28,,0.1,,,,0.9,40,30,10,20,,,,,,,,,,,,0.56,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
432,84e7b6e3-c93e-4f16-99eb-fe5465acdf98,Pool,443,1,0.35,,,,,,100,70,30,,,,,,,,,,,,,,0.62,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
433,82849a01-cac4-4418-9c2f-8346356e5b11,Rapid+,444,1,0.35,,0.1,,,,0.9,20,40,20,20,,,,,,,,,,,,0.47,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
434,eba46940-2024-41f2-8977-23292d6db912,Pool,445,1,0.21,,,,,,100,30,60,10,,,,,,,,,,,,,0.69,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
435,e2b01f48-353a-44ab-afa7-db701e77df5a,Riffle,446,1,0.32,,0.2,,,,0.8,30,60,10,,,,,,,,,,,,,0.23,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
436,48ba1b56-22e5-47a7-a627-f04468524fe3,Pool,447,1,0.25,,0.1,,,,0.9,40,40,20,,,,,,,,,,,,,0.55,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
437,1f603417-7c92-4bfb-a4bd-e9039dfc61cf,Riffle,448,1,0.31,,0.1,,,,0.9,30,60,10,,,,,,,,,,,,,0.39,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
438,6a44b266-0405-4bb8-9189-04ba5e938363,Pool,449,1,0.34,,,,,,100,50,30,10,10,,,,,,,,,,,,0.67,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
439,05d018c0-08a6-49ad-8a6d-4a3db340c577,Riffle,450,1,0.26,,0.1,,,,0.9,30,40,20,10,,,,,,,,,,,,0.45,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
440,5492646b-a5d8-4a78-adb8-6399343270b9,Rapid+,451,1,0.38,,0.1,,,,0.9,10,40,20,30,,,,,,,,,,,,0.47,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
